epoch,cos_sim,d_total,d_total_z,loss,val_cos_sim,val_d_total,val_d_total_z,val_loss
0,-0.03914859890937805,12.2921781539917,5.468595504760742,15.493313789367676,-0.022640710696578026,5.6171040534973145,5.582021236419678,12.75603199005127
1,-0.02333776466548443,5.277245044708252,5.3638596534729,12.914494514465332,-0.022346632555127144,5.406708240509033,5.475562572479248,12.17105484008789
2,-0.016821444034576416,5.356937408447266,5.348150253295898,12.790358543395996,-0.0021693117450922728,5.822103977203369,5.822103977203369,12.654191017150879
3,-0.010282640345394611,5.669072151184082,5.503620147705078,13.170907974243164,0.0,5.262583255767822,5.262583255767822,10.620038986206055
4,-0.009985177777707577,5.646272659301758,5.402862548828125,12.691557884216309,0.0,4.942562580108643,4.942562580108643,10.440917015075684
5,-0.006791645660996437,6.144561767578125,5.764114856719971,12.847851753234863,-0.0030189473181962967,5.3825836181640625,5.230958461761475,11.433751106262207
6,-0.006166896317154169,6.195376396179199,5.764129161834717,12.732126235961914,0.0,5.248562335968018,5.248562335968018,10.551543235778809
7,-0.0036915368400514126,5.668179512023926,5.471224308013916,11.985943794250488,0.0,5.602833271026611,5.602833271026611,11.35369873046875
8,-0.001972565893083811,5.656861782073975,5.457150459289551,11.410494804382324,0.0,4.917145729064941,4.917145729064941,10.185026168823242
9,-0.0002706398372538388,5.360421657562256,5.354467391967773,10.968522071838379,0.0,5.18206262588501,5.18206262588501,10.505823135375977
10,-0.0033007070887833834,5.863588809967041,5.680118560791016,11.930899620056152,0.0,5.736104488372803,5.736104488372803,11.720463752746582
11,-0.0012192524736747146,5.639997959136963,5.582633018493652,11.584280967712402,0.0,5.649541854858398,5.649541854858398,11.262137413024902
12,-6.955769640626386e-05,5.5038275718688965,5.488529205322266,11.057504653930664,0.0,6.0614166259765625,6.0614166259765625,11.628739356994629
13,0.0,5.410491943359375,5.410491943359375,11.066777229309082,0.0,5.188041687011719,5.188041687011719,10.780726432800293
14,0.0,5.367682456970215,5.367682456970215,10.834173202514648,0.0,5.643270492553711,5.643270492553711,11.582695007324219
15,0.0,5.714552402496338,5.714552402496338,11.259047508239746,0.0,5.130062580108643,5.130062580108643,10.367984771728516
16,0.0,5.664474010467529,5.664474010467529,11.42626953125,0.0,5.349979400634766,5.349979400634766,10.73450756072998
17,0.0,5.580852508544922,5.580852508544922,11.137760162353516,0.0,5.368499755859375,5.368499755859375,11.055180549621582
18,0.0,5.7174577713012695,5.7174577713012695,11.396093368530273,0.0,4.938146114349365,4.938146114349365,10.161251068115234
19,0.0,5.455317497253418,5.455317497253418,11.0153226852417,0.0,5.346521377563477,5.346521377563477,10.504803657531738
20,-0.00020063029660377651,5.566404819488525,5.392118453979492,11.348474502563477,0.0,5.535000324249268,5.535000324249268,11.123862266540527
21,-0.0006476430571638048,7.235079288482666,5.501539707183838,11.556406021118164,0.0,5.792333126068115,5.792333126068115,11.491722106933594
22,0.0,5.6866559982299805,5.687285900115967,11.175029754638672,0.0,5.862040996551514,5.862040996551514,11.697857856750488
23,0.0,5.617207050323486,5.617207050323486,11.113813400268555,0.0,6.031104564666748,6.031104564666748,11.605931282043457
24,0.0,5.538134574890137,5.538134574890137,11.069540977478027,0.0,5.0268330574035645,5.0268330574035645,10.597315788269043
25,0.0,5.418997764587402,5.418997764587402,10.872913360595703,0.0,5.88422966003418,5.88422966003418,11.58242416381836
26,0.0,5.546408653259277,5.546408653259277,10.945176124572754,0.0,5.639395236968994,5.639395236968994,11.215424537658691
27,0.0,5.656953811645508,5.656953811645508,11.2803316116333,0.0,4.981292247772217,4.981292247772217,10.481734275817871
28,0.0,5.56092643737793,5.56092643737793,11.142460823059082,0.0,6.483999729156494,6.483999729156494,12.498015403747559
29,0.0,5.601202964782715,5.601202964782715,11.169559478759766,0.0,5.748979091644287,5.748979091644287,11.48926830291748
30,0.0,5.316583633422852,5.316583633422852,10.767634391784668,0.0,6.066416263580322,6.066416263580322,11.649243354797363
31,0.0,5.804242134094238,5.804242134094238,11.32267951965332,0.0,5.967562198638916,5.967562198638916,11.832104682922363
32,0.0,5.36897087097168,5.36897087097168,10.827192306518555,0.0,5.439958572387695,5.439958572387695,10.82326889038086
33,0.0,5.4060258865356445,5.4060258865356445,11.01092529296875,0.0,4.599104404449463,4.599104404449463,10.135237693786621
34,-8.902044646674767e-05,35.635894775390625,5.472700119018555,11.92550277709961,0.0,5.548041820526123,5.548041820526123,11.036669731140137
35,0.0,5.778059005737305,5.713078498840332,11.478850364685059,0.0,6.4964165687561035,6.4964165687561035,12.572489738464355
36,0.0,5.7458696365356445,5.7458696365356445,11.488731384277344,0.0,5.121104717254639,5.121104717254639,10.64696216583252
37,0.0,5.631319046020508,5.631319046020508,11.144438743591309,0.0,5.8102707862854,5.8102707862854,11.723484992980957
38,0.0,5.620779514312744,5.620779514312744,11.29827880859375,0.0,5.794458389282227,5.794458389282227,11.539565086364746
39,0.0,5.682025909423828,5.682025909423828,11.253259658813477,0.0,5.532104015350342,5.532104015350342,11.19519329071045
40,0.0,5.477358818054199,5.477358818054199,11.065621376037598,0.0,5.732728958129883,5.732728958129883,11.309120178222656
41,0.0,5.731555938720703,5.731555938720703,11.339957237243652,0.0,5.36370849609375,5.36370849609375,10.964692115783691
42,0.0,5.773670673370361,5.773670673370361,11.435516357421875,0.0,5.609750270843506,5.609750270843506,11.193168640136719
43,0.0,5.652052402496338,5.652052402496338,11.250578880310059,0.0,4.918125152587891,4.918125152587891,10.482054710388184
44,0.0,5.8259782791137695,5.8259782791137695,11.420372009277344,0.0,5.245229244232178,5.245229244232178,10.733431816101074
45,0.0,5.560119152069092,5.515128135681152,11.015280723571777,0.0,5.757354736328125,5.757354736328125,11.260846138000488
46,0.0,5.640317916870117,5.639792442321777,11.268807411193848,0.0,6.473708629608154,6.473708629608154,12.092503547668457
47,0.0,5.660184860229492,5.658434867858887,11.20159912109375,0.0,5.9369378089904785,5.9369378089904785,11.534575462341309
48,0.0,5.583303928375244,5.583303928375244,11.124460220336914,0.0,5.658374786376953,5.658374786376953,11.144248962402344
49,0.0,5.642447471618652,5.642447471618652,11.291461944580078,0.0,5.65920877456665,5.65920877456665,11.051830291748047
50,0.0,5.5586442947387695,5.5586442947387695,11.153205871582031,0.0,5.306270599365234,5.306270599365234,10.844819068908691
51,0.0,5.827611923217773,5.827611923217773,11.432939529418945,0.0,4.980833530426025,4.980833530426025,10.569046020507812
52,0.0,5.794244766235352,5.794244766235352,11.462409973144531,0.0,5.803562164306641,5.803562164306641,11.484929084777832
53,0.0,5.61550235748291,5.61550235748291,11.189373970031738,0.0,5.670083522796631,5.670083522796631,11.713302612304688
54,0.0,5.562838077545166,5.562838077545166,11.095070838928223,0.0,5.440291881561279,5.440291881561279,10.95624828338623
55,0.0,5.683209419250488,5.683209419250488,11.355512619018555,0.0,5.34779167175293,5.34779167175293,10.726264953613281
56,0.0,5.4858012199401855,5.4858012199401855,10.933940887451172,0.0,4.736562728881836,4.736562728881836,9.99210262298584
57,0.0,5.348532199859619,5.348532199859619,10.853355407714844,0.0,4.926000118255615,4.926000118255615,10.014180183410645
58,0.0,5.504017353057861,5.504017353057861,11.094510078430176,0.0,5.110896110534668,5.110896110534668,10.265410423278809
59,0.0,5.384925365447998,5.384925365447998,10.881901741027832,0.0,6.072354793548584,6.072354793548584,11.822880744934082
60,0.0,5.71851921081543,5.71851921081543,11.43103313446045,0.0,5.108687877655029,5.108687877655029,10.5615873336792
61,0.0,5.5277628898620605,5.5277628898620605,11.012146949768066,0.0,5.943812847137451,5.943812847137451,11.729446411132812
62,0.0,5.389358043670654,5.389358043670654,10.8930025100708,0.0,5.574937343597412,5.574937343597412,11.361878395080566
63,0.0,5.47901725769043,5.47901725769043,11.090093612670898,0.0,5.437479019165039,5.437479019165039,10.902629852294922
64,0.0,5.704092502593994,5.704092502593994,11.295422554016113,0.0,5.827270984649658,5.827270984649658,12.139201164245605
65,0.0,5.614691734313965,5.614691734313965,11.195486068725586,0.0,6.104791641235352,6.104791641235352,11.840339660644531
66,0.0,5.546301364898682,5.546301364898682,11.164284706115723,0.0,5.320104122161865,5.320104122161865,10.78521728515625
67,0.0,5.552082061767578,5.552082061767578,11.00932502746582,0.0,4.9666666984558105,4.9666666984558105,10.234247207641602
68,0.0,5.6978888511657715,5.6978888511657715,11.233843803405762,0.0,5.069207668304443,5.069207668304443,10.347844123840332
69,0.0,5.583596229553223,5.583596229553223,11.067849159240723,0.0,5.786083221435547,5.786083221435547,11.676011085510254
70,0.0,5.671149730682373,5.671149730682373,11.218095779418945,0.0,5.230229377746582,5.230229377746582,10.52916145324707
71,0.0,5.758486747741699,5.758486747741699,11.530570030212402,0.0,5.287604331970215,5.287604331970215,10.780216217041016
72,0.0,5.469521522521973,5.469521522521973,10.960284233093262,0.0,6.020646572113037,6.020646572113037,11.787503242492676
73,0.0,5.557372570037842,5.557372570037842,11.137982368469238,0.0,5.644562244415283,5.644562244415283,11.076029777526855
74,0.0,5.453181266784668,5.453181266784668,11.06816291809082,0.0,6.103187561035156,6.103187561035156,11.55620288848877
75,0.0,5.5938401222229,5.5938401222229,11.08358383178711,0.0,5.1592912673950195,5.1592912673950195,10.684277534484863
76,0.0,5.5020856857299805,5.5020856857299805,11.016484260559082,0.0,6.253312587738037,6.253312587738037,11.691505432128906
77,0.0,5.5381646156311035,5.5381646156311035,10.949370384216309,0.0,5.136874675750732,5.136874675750732,10.200798988342285
78,0.0,5.486452579498291,5.486452579498291,11.082990646362305,0.0,5.520937442779541,5.520937442779541,10.932995796203613
79,0.0,5.705510139465332,5.705510139465332,11.252342224121094,0.0,5.571125030517578,5.571125030517578,11.344342231750488
80,0.0,5.577638149261475,5.577638149261475,11.088932037353516,0.0,5.576938152313232,5.576938152313232,11.045256614685059
81,0.0,5.538862228393555,5.538862228393555,11.04650592803955,0.0,5.468875408172607,5.468875408172607,10.998237609863281
82,0.0,5.662084579467773,5.662084579467773,11.257059097290039,0.0,5.536020278930664,5.536020278930664,10.65328598022461
83,0.0,5.385476589202881,5.385476589202881,10.785601615905762,0.0,5.454458713531494,5.454458713531494,10.60623550415039
84,0.0,5.621678352355957,5.621678352355957,11.155631065368652,0.0,5.4730000495910645,5.4730000495910645,10.94875431060791
85,0.0,5.641390323638916,5.641390323638916,11.113138198852539,0.0,5.5326666831970215,5.5326666831970215,11.199589729309082
86,0.0,5.308633327484131,5.308633327484131,10.757131576538086,0.0,5.865396022796631,5.865396022796631,11.473326683044434
87,0.0,5.395272731781006,5.395272731781006,10.882360458374023,0.0,5.566895961761475,5.566895961761475,11.334548950195312
88,0.0,5.536276817321777,5.536276817321777,11.145076751708984,0.0,5.1305832862854,5.1305832862854,10.55408763885498
89,0.0,5.486743927001953,5.486743927001953,10.948526382446289,0.0,5.163104057312012,5.163104057312012,10.552779197692871
90,0.0,5.901417255401611,5.901417255401611,11.579708099365234,0.0,5.952916622161865,5.952916622161865,11.720207214355469
91,0.0,5.4364824295043945,5.4364824295043945,10.805627822875977,0.0,5.366312503814697,5.366312503814697,10.939702033996582
92,0.0,5.533278942108154,5.533278942108154,10.972037315368652,0.0,5.497395992279053,5.497395992279053,11.03001880645752
93,0.0,5.558300971984863,5.558300971984863,10.970677375793457,0.0,4.655520915985107,4.655520915985107,9.745320320129395
94,-0.00044256445835344493,39.19208908081055,5.626163959503174,12.398433685302734,0.0,5.49652099609375,5.49652099609375,10.695728302001953
95,0.0,5.627650737762451,5.627650737762451,11.349837303161621,0.0,5.75206184387207,5.75206184387207,11.336594581604004
96,0.0,5.530551910400391,5.530551910400391,11.076776504516602,0.0,5.786708354949951,5.786708354949951,11.22119140625
97,-2.6664936740417033e-05,5.577564239501953,5.534269332885742,10.998802185058594,0.0,5.673686981201172,5.673686981201172,11.565217018127441
98,0.0,5.223187446594238,5.223187446594238,10.682992935180664,0.0,5.460770130157471,5.460770130157471,11.037325859069824
99,0.0,5.577917098999023,5.553469181060791,11.0377197265625,0.0,5.439271450042725,5.439271450042725,11.128669738769531
100,0.0,5.63233757019043,5.63233757019043,11.014647483825684,0.0,5.571895599365234,5.571895599365234,11.586227416992188
101,0.0,5.657431125640869,5.657431125640869,11.123802185058594,0.0,5.800062656402588,5.800062656402588,11.47078800201416
102,0.0,5.603171348571777,5.603171348571777,11.23019790649414,0.0,5.745979309082031,5.745979309082031,11.24075698852539
103,0.0,5.543437957763672,5.543437957763672,11.124824523925781,0.0,5.6249165534973145,5.6249165534973145,11.239879608154297
104,0.0,5.2987565994262695,5.2987565994262695,10.804944038391113,0.0,5.313229084014893,5.313229084014893,10.620240211486816
105,0.0,5.622392654418945,5.622392654418945,11.227547645568848,0.0,5.944687366485596,5.944687366485596,11.627674102783203
106,0.0,5.649697780609131,5.649697780609131,11.243139266967773,0.0,5.418229579925537,5.418229579925537,11.191344261169434
107,0.0,5.597994804382324,5.597994804382324,11.255973815917969,0.0,5.946082592010498,5.946082592010498,11.327919006347656
108,0.0,5.227673530578613,5.227673530578613,10.58678913116455,0.0,5.6506667137146,5.6506667137146,11.006148338317871
109,0.0,5.839554309844971,5.839554309844971,11.399846076965332,0.0,5.580271244049072,5.580271244049072,10.776031494140625
110,0.0,5.670068264007568,5.670068264007568,11.167891502380371,0.0,6.16920804977417,6.16920804977417,12.012568473815918
111,0.0,5.655094146728516,5.655094146728516,11.318167686462402,0.0,5.94908332824707,5.94908332824707,11.507427215576172
112,0.0,5.545682430267334,5.545682430267334,11.149438858032227,0.0,5.125437259674072,5.125437259674072,10.681439399719238
113,0.0,5.67343282699585,5.67343282699585,11.288695335388184,0.0,6.100645542144775,6.100645542144775,11.940855979919434
114,0.0,5.61216926574707,5.61216926574707,11.246434211730957,0.0,4.869354248046875,4.869354248046875,10.404423713684082
115,0.0,5.546292781829834,5.546292781829834,11.083168983459473,0.0,5.136916637420654,5.136916637420654,10.380478858947754
116,0.0,5.567692279815674,5.567692279815674,11.068385124206543,0.0,5.460103988647461,5.460103988647461,11.044022560119629
117,0.0,5.703037738800049,5.703037738800049,11.259836196899414,0.0,4.813729286193848,4.813729286193848,10.263802528381348
118,0.0,5.438594341278076,5.438594341278076,10.953529357910156,0.0,4.745166301727295,4.745166301727295,10.17107105255127
119,0.0,5.334310531616211,5.334310531616211,10.86170768737793,0.0,5.449062824249268,5.449062824249268,11.384577751159668
120,0.0,5.810006141662598,5.810006141662598,11.43262004852295,0.0,5.9054999351501465,5.9054999351501465,11.566819190979004
121,0.0,5.8733391761779785,5.8733391761779785,11.54702377319336,0.0,5.831333160400391,5.831333160400391,11.221966743469238
122,0.0,5.481294631958008,5.481294631958008,11.037166595458984,0.0,5.460124969482422,5.460124969482422,10.808349609375
123,0.0,5.6642374992370605,5.6642374992370605,11.192791938781738,0.0,5.279916286468506,5.279916286468506,10.600973129272461
124,0.0,5.5220441818237305,5.5220441818237305,11.100909233093262,0.0,5.4656453132629395,5.4656453132629395,11.447749137878418
125,0.0,5.739117622375488,5.739117622375488,11.449014663696289,0.0,5.1462082862854,5.1462082862854,10.369514465332031
126,0.0,5.659286022186279,5.659286022186279,11.282855033874512,0.0,5.167979717254639,5.167979717254639,10.62043571472168
127,0.0,5.011144638061523,5.011144638061523,10.220187187194824,0.0,5.620145797729492,5.620145797729492,11.283843040466309
128,0.0,5.3695502281188965,5.3695502281188965,10.901006698608398,0.0,5.266687870025635,5.266687870025635,10.64098834991455
129,0.0,5.72991943359375,5.72991943359375,11.224315643310547,0.0,5.887979507446289,5.887979507446289,11.785625457763672
130,0.0,5.48532247543335,5.48532247543335,11.00036334991455,0.0,5.638729095458984,5.638729095458984,10.844834327697754
131,0.0,5.52707576751709,5.52707576751709,11.111898422241211,0.0,5.638875484466553,5.638875484466553,11.622783660888672
132,0.0,5.7126240730285645,5.7126240730285645,11.220675468444824,0.0,5.348687648773193,5.348687648773193,10.819469451904297
133,0.0,5.506353378295898,5.506353378295898,10.853691101074219,0.0,5.396250247955322,5.396250247955322,10.680731773376465
134,0.0,5.504954814910889,5.504954814910889,11.108198165893555,0.0,6.079916477203369,6.079916477203369,12.191985130310059
135,0.0,5.561275005340576,5.561275005340576,11.029947280883789,0.0,5.896396160125732,5.896396160125732,11.319892883300781
136,0.0,5.289443492889404,5.289443492889404,10.803184509277344,0.0,5.789770603179932,5.789770603179932,11.433209419250488
137,0.0,5.415892124176025,5.415892124176025,10.914664268493652,0.0,5.424646377563477,5.424646377563477,10.744434356689453
138,0.0,5.405667304992676,5.405667304992676,10.822635650634766,0.0,5.27414608001709,5.27414608001709,10.468152046203613
139,0.0,5.669480800628662,5.669480800628662,11.16510009765625,0.0,4.92062520980835,4.92062520980835,10.008528709411621
140,0.0,5.378192901611328,5.378192901611328,10.913552284240723,0.0,5.538562774658203,5.538562774658203,10.992645263671875
141,0.0,5.399350166320801,5.399350166320801,10.714250564575195,0.0,5.344791412353516,5.344791412353516,10.80800724029541
142,0.0,5.617412567138672,5.617412567138672,11.084186553955078,0.0,5.718041896820068,5.718041896820068,11.608777046203613
143,0.0,5.56875467300415,5.56875467300415,10.972875595092773,0.0,6.243041515350342,6.243041515350342,11.859543800354004
144,0.0,5.666809558868408,5.666809558868408,11.186059951782227,0.0,5.886250019073486,5.886250019073486,11.9498872756958
145,0.0,5.522584915161133,5.522584915161133,11.066475868225098,0.0,5.6643548011779785,5.6643548011779785,11.306889533996582
146,0.0,5.455712795257568,5.455712795257568,11.073395729064941,0.0,5.878041744232178,5.878041744232178,11.465971946716309
147,0.0,5.865762233734131,5.865762233734131,11.410308837890625,0.0,6.114437103271484,6.114437103271484,11.55630111694336
148,0.0,5.551671028137207,5.551671028137207,11.073467254638672,0.0,4.649312496185303,4.649312496185303,9.8132905960083
149,0.0,5.3836894035339355,5.3836894035339355,10.808126449584961,0.0,6.030729293823242,6.030729293823242,11.736947059631348
150,0.0,5.728682994842529,5.728682994842529,11.244028091430664,0.0,5.697000026702881,5.697000026702881,11.46059799194336
151,0.0,5.640120029449463,5.640120029449463,11.11343002319336,0.0,5.343812465667725,5.343812465667725,10.634247779846191
152,0.0,5.5666351318359375,5.5666351318359375,11.026827812194824,0.0,5.544666290283203,5.544666290283203,11.137064933776855
153,0.0,5.640793323516846,5.640793323516846,11.127226829528809,0.0,5.21931266784668,5.21931266784668,10.883627891540527
154,0.0,5.303463935852051,5.303463935852051,10.688629150390625,0.0,5.2442708015441895,5.2442708015441895,10.630194664001465
155,0.0,5.468165397644043,5.468165397644043,10.937527656555176,0.0,6.173666477203369,6.173666477203369,11.889262199401855
156,0.0,5.320724964141846,5.320724964141846,10.666677474975586,0.0,5.397937297821045,5.397937297821045,10.5358304977417
157,0.0,5.440406322479248,5.440406322479248,10.797329902648926,0.0,5.337625503540039,5.337625503540039,10.626151084899902
158,0.0,5.58986759185791,5.58986759185791,11.098487854003906,0.0,5.172854423522949,5.172854423522949,10.326895713806152
159,0.0,5.584074020385742,5.584074020385742,11.088900566101074,0.0,5.139124870300293,5.139124870300293,10.60056209564209
160,0.0,5.692217826843262,5.692217826843262,11.137068748474121,0.0,6.070917129516602,6.070917129516602,12.088814735412598
161,0.0,5.660356044769287,5.660356044769287,11.108244895935059,0.0,5.558645725250244,5.558645725250244,10.48332691192627
162,0.0,5.669196128845215,5.669196128845215,11.23342514038086,0.0,5.22499942779541,5.22499942779541,10.527848243713379
163,-4.535553671303205e-05,14.349658966064453,5.3634514808654785,11.288224220275879,0.0,5.821687698364258,5.569812297821045,11.252089500427246
164,-0.0001444515655748546,6.8366241455078125,5.646039962768555,11.480310440063477,0.0,4.848249912261963,4.848249912261963,10.035406112670898
165,0.0,5.313577651977539,5.313577651977539,10.80230712890625,0.0,5.53306245803833,5.53306245803833,11.40970230102539
166,0.0,5.5053181648254395,5.5053181648254395,10.90611457824707,0.0,5.487854480743408,5.487854480743408,11.019439697265625
167,0.0,5.313984394073486,5.313984394073486,10.649689674377441,0.0,6.046520709991455,6.046520709991455,11.935440063476562
168,0.0,5.682249546051025,5.682249546051025,11.119284629821777,0.0,5.254561901092529,5.254561901092529,10.513954162597656
169,0.0,5.617969989776611,5.617969989776611,11.226475715637207,0.0,5.505125045776367,5.505125045776367,11.361287117004395
170,0.0,5.377798080444336,5.377798080444336,10.719308853149414,0.0,5.559229373931885,5.559229373931885,10.856487274169922
171,0.0,5.622404098510742,5.622404098510742,11.092670440673828,0.0,5.627978801727295,5.627978801727295,11.10793685913086
172,0.0,5.782513618469238,5.782513618469238,11.329793930053711,0.0,5.921562194824219,5.921562194824219,11.703146934509277
173,0.0,5.475378513336182,5.475378513336182,10.871417045593262,0.0,5.527125835418701,5.527125835418701,10.900432586669922
174,0.0,5.342383861541748,5.342383861541748,10.807835578918457,0.0,4.886770725250244,4.886770725250244,10.051889419555664
175,0.0,5.666891098022461,5.666891098022461,11.205680847167969,0.0,5.380624771118164,5.380624771118164,11.288780212402344
176,0.0,5.241516590118408,5.241516590118408,10.64680290222168,0.0,5.956979274749756,5.956979274749756,11.677733421325684
177,0.0,5.763448715209961,5.763448715209961,11.240169525146484,0.0,4.871687889099121,4.871687889099121,10.027100563049316
178,0.0,5.475316047668457,5.475316047668457,10.887537956237793,0.0,6.185375213623047,6.185375213623047,11.92855167388916
179,-0.00037494738353416324,24.538532257080078,5.551693916320801,11.831781387329102,0.0,4.974396228790283,4.974396228790283,10.348466873168945
180,0.0,5.527624607086182,5.527624607086182,11.091980934143066,0.0,6.214916229248047,6.214916229248047,11.997784614562988
181,0.0,5.579566478729248,5.579566478729248,11.187112808227539,0.0,5.5723748207092285,5.5723748207092285,11.080437660217285
182,0.0,5.317594051361084,5.317594051361084,10.71343994140625,0.0,5.521541595458984,5.521541595458984,10.919346809387207
183,0.0,5.9358978271484375,5.601455211639404,11.140117645263672,0.0,6.003041744232178,6.003041744232178,11.769604682922363
184,0.0,5.421353816986084,5.421353816986084,10.875178337097168,0.0,5.5854172706604,5.5854172706604,10.829995155334473
185,0.0,5.6363067626953125,5.6363067626953125,11.190829277038574,0.0,5.784958362579346,5.784958362579346,11.470993041992188
186,0.0,5.665657997131348,5.665657997131348,11.187414169311523,0.0,5.7116875648498535,5.7116875648498535,11.309910774230957
187,0.0,5.4484148025512695,5.4484148025512695,10.911747932434082,0.0,5.8484787940979,5.8484787940979,11.14882755279541
188,0.0,6.045761585235596,6.045761585235596,11.595833778381348,0.0,7.125833511352539,7.125833511352539,13.141911506652832
189,0.0,5.559971809387207,5.559971809387207,11.067166328430176,0.0,5.09279203414917,5.09279203414917,10.27666187286377
190,0.0,5.842744827270508,5.842744827270508,11.401996612548828,0.0,5.74595832824707,5.74595832824707,11.146824836730957
191,0.0,5.515652656555176,5.515652656555176,11.098824501037598,0.0,5.822021007537842,5.822021007537842,11.375317573547363
192,0.0,5.639077663421631,5.639077663421631,11.337398529052734,0.0,5.697916507720947,5.697916507720947,11.443390846252441
193,0.0,5.425055980682373,5.425055980682373,10.979220390319824,0.0,5.784999847412109,5.784999847412109,11.946873664855957
194,0.0,5.595386505126953,5.595386505126953,11.061034202575684,0.0,5.64243745803833,5.64243745803833,11.18993854522705
195,0.0,5.586438179016113,5.586438179016113,11.156595230102539,0.0,5.596561908721924,5.596561908721924,10.98299789428711
196,0.0,5.8384857177734375,5.8384857177734375,11.362149238586426,0.0,5.864396572113037,5.864396572113037,11.463549613952637
197,0.0,5.541316032409668,5.541316032409668,10.940705299377441,0.0,5.092250823974609,5.092250823974609,10.52326488494873
198,0.0,5.280022621154785,5.280022621154785,10.711749076843262,0.0,6.5191874504089355,6.5191874504089355,12.310057640075684
199,0.0,5.647881507873535,5.647881507873535,11.112537384033203,0.0,5.412333011627197,5.412333011627197,11.04892635345459
200,0.0,5.62742805480957,5.62742805480957,11.265820503234863,0.0,5.803541660308838,5.803541660308838,11.64404010772705
201,0.0,5.448523044586182,5.448523044586182,10.981849670410156,0.0,6.494041919708252,6.494041919708252,12.12456226348877
202,0.0,5.536869049072266,5.536869049072266,10.975619316101074,0.0,5.523125171661377,5.523125171661377,10.955081939697266
203,0.0,5.499261379241943,5.499261379241943,10.963884353637695,0.0,5.85252046585083,5.85252046585083,11.481429100036621
204,0.0,5.383983135223389,5.383983135223389,10.880644798278809,0.0,5.365624904632568,5.365624904632568,10.47235107421875
205,0.0,5.913069248199463,5.913069248199463,11.539892196655273,0.0,6.423271656036377,6.423271656036377,12.213265419006348
206,0.0,5.437695503234863,5.437695503234863,10.802143096923828,0.0,4.938146114349365,4.938146114349365,10.218758583068848
207,0.0,5.3378753662109375,5.3378753662109375,10.787633895874023,0.0,5.985249996185303,5.985249996185303,11.776331901550293
208,0.0,5.610849380493164,5.610849380493164,11.050868034362793,0.0,5.494228839874268,5.494228839874268,11.08806324005127
209,0.0,5.392374038696289,5.392374038696289,10.929093360900879,0.0,5.264312744140625,5.264312744140625,10.468537330627441
210,0.0,5.461156845092773,5.461156845092773,10.944819450378418,0.0,5.8953537940979,5.8953537940979,11.544838905334473
211,0.0,5.515010833740234,5.515010833740234,11.04028606414795,0.0,6.423625469207764,6.423625469207764,12.48363971710205
212,0.0,5.644514560699463,5.644514560699463,11.199000358581543,0.0,6.027374744415283,6.027374744415283,11.703682899475098
213,0.0,5.334540367126465,5.334540367126465,10.85445785522461,0.0,5.658563137054443,5.658563137054443,11.152889251708984
214,0.0,5.402335166931152,5.402335166931152,10.864660263061523,0.0,5.601020812988281,5.601020812988281,10.716673851013184
215,0.0,5.3747968673706055,5.3747968673706055,10.701604843139648,0.0,5.261229038238525,5.261229038238525,10.922119140625
216,0.0,5.588733673095703,5.588733673095703,10.992304801940918,0.0,4.453666687011719,4.453666687011719,9.225478172302246
217,0.0,5.832101345062256,5.832101345062256,11.464494705200195,0.0,5.312458515167236,5.312458515167236,10.439249992370605
218,0.0,5.773531913757324,5.773531913757324,11.310164451599121,0.0,5.7355828285217285,5.7355828285217285,11.17185115814209
219,0.0,5.636495590209961,5.636495590209961,11.15493392944336,0.0,5.527521133422852,5.527521133422852,11.354342460632324
220,0.0,5.507946968078613,5.507946968078613,11.052342414855957,0.0,5.9413743019104,5.9413743019104,11.67434024810791
221,0.0,5.3331146240234375,5.3331146240234375,10.771012306213379,0.0,5.860208034515381,5.860208034515381,11.100593566894531
222,0.0,5.6997480392456055,5.6997480392456055,11.281682014465332,0.0,6.037708282470703,6.037708282470703,11.993515014648438
223,0.0,5.549371719360352,5.549371719360352,11.077352523803711,0.0,4.3358330726623535,4.3358330726623535,9.357269287109375
224,0.0,5.862367630004883,5.862367630004883,11.447776794433594,0.0,5.418562412261963,5.418562412261963,11.304359436035156
225,0.0,5.2013349533081055,5.2013349533081055,10.514701843261719,0.0,4.8584160804748535,4.8584160804748535,10.134785652160645
226,0.0,5.486053466796875,5.486053466796875,11.028131484985352,0.0,5.360562801361084,5.360562801361084,10.638127326965332
227,0.0,5.816015243530273,5.816015243530273,11.362805366516113,0.0,5.618750095367432,5.618750095367432,11.095638275146484
228,0.0,5.62164306640625,5.62164306640625,11.150228500366211,0.0,5.253124713897705,5.253124713897705,10.613568305969238
229,0.0,5.651312828063965,5.651312828063965,11.146662712097168,0.0,5.55787467956543,5.55787467956543,11.208584785461426
230,0.0,5.368265151977539,5.368265151977539,10.848849296569824,0.0,5.37218713760376,5.37218713760376,10.19943904876709
231,0.0,5.471118927001953,5.471118927001953,11.015789031982422,0.0,5.7153544425964355,5.7153544425964355,11.321545600891113
232,0.0,5.3560943603515625,5.3560943603515625,10.753728866577148,0.0,5.330313205718994,5.330313205718994,10.90824031829834
